,participant,word_count,start,end,duration
6425,CHI,0,37573167,37573803,636
6426,FA1,6,37574231,37575780,1549
6427,FC1,0,37579497,37581227,1730
6428,FC1,3,37581427,37584707,3280
6429,FA1,17,37586747,37591367,4620
6430,FA1,1,37593004,37593492,488
6431,FA1,6,37593953,37595800,1847
6432,FA1,7,37599597,37601902,2305
6433,FC1,4,37605894,37606756,862
6434,FA1,7,37607134,37609379,2245
6435,FA1,7,37610686,37613053,2367
6436,CHI,0,37613687,37614155,468
6437,FA1,4,37614234,37615555,1321
6438,CHI,0,37615679,37616551,872
6439,FC1,0,37619747,37621939,2192
6440,FA1,18,37621153,37625819,4666
6441,FA1,4,37627757,37628856,1099
6442,FA1,3,37629517,37630199,682
6443,FA1,13,37630275,37632819,2544
6444,FA1,7,37633229,37634855,1626
6445,FC1,0,37634942,37635607,665
6446,FC1,1,37639051,37639745,694
6447,FA1,6,37642076,37643328,1252
6448,FA1,5,37645637,37646942,1305
6449,FC1,2,37647178,37648010,832
6450,FA1,13,37648487,37650922,2435
6451,FA1,2,37655679,37656214,535
6452,FA1,3,37662219,37662946,727
6453,FA1,2,37663996,37665079,1083
6454,CHI,0,37666763,37667215,452
6455,FA1,9,37668770,37670625,1855
6456,FA1,4,37673877,37675030,1153
6457,FA1,7,37675446,37676547,1101
6458,FA1,2,37677159,37678051,892
6459,FC1,0,37678145,37679505,1360
6460,FA1,1,37679882,37680813,931
6461,FA1,4,37684191,37687115,2924
6462,FA1,14,37687697,37690979,3282
6463,CHI,0,37688847,37692247,3400
6464,FA1,4,37692590,37694035,1445
6465,CHI,0,37693019,37695599,2580
6466,FA1,4,37695142,37696424,1282
6467,FA1,4,37697528,37698268,740
6468,CHI,0,37698887,37702039,3152
6469,FA1,3,37699290,37701158,1868
6470,FA1,1,37702155,37702285,130
6471,CHI,0,37702979,37703871,892
6472,FA1,5,37703798,37704966,1168
6473,FC1,0,37704880,37706581,1701
6474,CHI,0,37705032,37709343,4311
6475,FA1,12,37707607,37710401,2794
6476,CHI,0,37710491,37712887,2396
6477,FA1,7,37713267,37715362,2095
6478,CHI,0,37715275,37716475,1200
6479,FA1,1,37716261,37717276,1015
6480,FC1,3,37717231,37718185,954
6481,CHI,0,37718343,37721931,3588
6482,FA1,0,37719456,37721525,2069
6483,FA1,0,37721965,37722682,717
6484,CHI,0,37722583,37723863,1280
6485,CHI,0,37723931,37727415,3484
6486,FA1,7,37725780,37727979,2199
6487,FC1,3,37728546,37729058,512
6488,CHI,0,37729575,37733223,3648
6489,CHI,0,37734751,37738863,4112
6490,FA1,6,37736163,37737367,1204
6491,CHI,0,37738971,37741595,2624
6492,FA1,4,37740051,37741035,984
6493,CHI,0,37742275,37742795,520
6494,FA1,11,37743123,37745459,2336
6495,CHI,0,37745771,37747535,1764
6496,FA1,5,37746018,37747515,1497
6497,FA1,1,37747627,37747818,191
6498,FA1,1,37748745,37749012,267
6499,FC1,4,37749504,37750794,1290
6500,FC1,5,37753380,37754587,1207
6501,FA1,12,37754698,37758263,3565
6502,CHI,0,37757071,37763259,6188
6503,FC1,6,37759319,37761759,2440
6504,FA1,17,37762772,37766459,3687
6505,FA1,8,37767704,37768963,1259
6506,CHI,0,37769291,37769659,368
6507,CHI,0,37771335,37771611,276
6508,CHI,0,37772427,37780259,7832
6509,FC1,7,37784287,37786927,2640
6510,FA1,5,37786933,37788238,1305
6511,FA1,11,37789150,37793239,4089
6512,FA1,5,37793896,37795965,2069
6513,FA1,7,37796476,37798179,1703
6514,FA1,14,37798875,37802951,4076
6515,FA1,3,37803439,37804471,1032
6516,FA1,10,37804867,37806896,2029
6517,FC1,3,37805919,37807003,1084
6518,FC1,0,37807525,37811411,3886
6519,FA1,25,37811145,37815985,4840
6520,FC1,1,37816056,37816375,319
6521,FA1,5,37817261,37818123,862
6522,FA1,9,37822263,37824335,2072
6523,CHI,0,37824515,37824739,224
6524,FA1,7,37824904,37826531,1627
6525,FC1,2,37824971,37825531,560
6526,FA1,8,37827023,37829195,2172
6527,FC1,6,37829871,37832427,2556
6528,FA1,4,37830343,37830911,568
6529,FA1,4,37832619,37833774,1155
6530,FC1,7,37835871,37837671,1800
6531,FA1,4,37837999,37839591,1592
6532,FC1,1,37840510,37840794,284
6533,CHI,0,37841635,37842575,940
6534,FA1,1,37843179,37844129,950
6535,CHI,0,37847601,37849497,1896
6536,FA1,8,37849733,37850881,1148
6537,FC1,5,37851911,37855259,3348
6538,FA1,5,37853132,37853951,819
6539,FC1,0,37855331,37857183,1852
6540,FA1,7,37856547,37858223,1676
6541,FC1,1,37858513,37858739,226
6542,FA1,8,37858884,37860139,1255
6543,FC1,10,37859935,37864811,4876
6544,FA1,6,37864939,37867315,2376
6545,FC1,5,37867458,37868707,1249
6546,FA1,8,37868963,37870535,1572
6547,FA1,6,37871311,37874759,3448
6548,FC1,0,37872383,37873959,1576
6549,CHI,0,37875907,37876422,515
6550,FA1,1,37876559,37877251,692
6551,CHI,0,37877383,37877823,440
6552,FA1,4,37878291,37879361,1070
6553,FC1,4,37879331,37881217,1886
6554,FA1,10,37881519,37884182,2663
6555,FC1,3,37884246,37885296,1050
6556,FA1,7,37885739,37887095,1356
6557,CHI,0,37887467,37888395,928
6558,FC1,1,37887516,37887720,204
6559,FC1,6,37889455,37892940,3485
6560,FA1,15,37893223,37896118,2895
6561,FA1,5,37896737,37898205,1468
6562,FC1,2,37897769,37898982,1213
6563,FA1,1,37900033,37900530,497
6564,FC1,4,37901437,37902806,1369
6565,FA1,3,37903100,37903823,723
6566,FC1,1,37904429,37904855,426
6567,FC1,4,37905500,37907677,2177
6568,FA1,3,37907795,37908830,1035
6569,FA1,3,37909014,37909681,667
6570,FC1,4,37909772,37910438,666
6571,CHI,0,37911135,37911559,424
6572,FA1,6,37912218,37913856,1638
6573,CHI,0,37913743,37914759,1016
6574,FC1,4,37915008,37916703,1695
6575,FA1,7,37916884,37918109,1225
6576,FA1,4,37918109,37919309,1200
6577,FC1,1,37920991,37921395,404
6578,FA1,5,37921945,37923058,1113
6579,FC1,4,37924551,37926083,1532
6580,FA1,4,37928077,37929034,957
6581,FC1,4,37930304,37931949,1645
6582,FA1,8,37932239,37934254,2015
6583,FC1,5,37936600,37937756,1156
6584,FA1,9,37938847,37941010,2163
6585,FC1,6,37941538,37943368,1830
6586,FA1,6,37943531,37945481,1950
6587,FC1,9,37946967,37949871,2904
6588,FA1,1,37948483,37948965,482
6589,FA1,10,37949745,37952063,2318
6590,FA1,2,37953123,37953775,652
6591,FA1,5,37956690,37957853,1163
6592,FC1,0,37957275,37962167,4892
6593,FA1,6,37962694,37963793,1099
6594,FC1,3,37964598,37966051,1453
6595,FA1,4,37967644,37968523,879
6596,FC1,0,37968750,37969125,375
6597,FA1,7,37969242,37970859,1617
6598,FA1,0,37971519,37971852,333
6599,FA1,15,37972295,37974571,2276
6600,CHI,0,37978667,37979035,368
6601,FC1,2,37979290,37979765,475
6602,FC1,2,37980591,37981227,636
6603,FC1,2,37981514,37985458,3944
6604,CHI,0,37983283,37984163,880
6605,FA1,3,37984083,37985047,964
6606,FA1,1,37985933,37986578,645
6607,FA1,2,37986893,37987922,1029
6608,FA1,12,37990194,37992331,2137
6609,FC1,1,37991383,37991652,269
6610,CHI,0,37992259,37992615,356
6611,FA1,4,37992779,37993455,676
6612,CHI,0,37994239,37994551,312
6613,FA1,5,37994907,37995988,1081
6614,FC1,0,37995972,37997958,1986
6615,CHI,0,37996127,37996375,248
6616,FA1,1,37996563,37997158,595
6617,FA1,1,37997799,37998147,348
6618,FA1,3,37998358,37998840,482
6619,FA1,4,37999563,38000244,681
6620,CHI,0,38000431,38007175,6744
6621,FA1,2,38000945,38001570,625
6622,FA1,11,38002420,38005498,3078
6623,FA1,10,38005530,38008335,2805
6624,CHI,0,38010411,38012867,2456
6625,FA1,0,38010796,38011222,426
6626,FA1,0,38013058,38013910,852
6627,FC1,1,38013613,38014335,722
6628,CHI,0,38013647,38014451,804
6629,FA1,0,38014633,38015217,584
6630,CHI,0,38017459,38018399,940
6631,FA1,4,38019057,38019760,703
6632,FC1,4,38020068,38021256,1188
6633,FA1,10,38021573,38024642,3069
6634,FA1,4,38025038,38025978,940
6635,FA1,2,38027804,38028576,772
6636,CHI,0,38029439,38032295,2856
6637,FA1,3,38032459,38033321,862
6638,CHI,0,38033311,38036171,2860
6639,FA1,7,38034167,38035830,1663
6640,FA1,20,38036552,38040493,3941
6641,FC1,0,38041333,38042076,743
6642,FA1,5,38043050,38045466,2416
6643,FC1,2,38045992,38046954,962
6644,FC1,5,38047594,38049723,2129
6645,FA1,14,38050509,38053627,3118
6646,CHI,0,38053929,38057587,3658
6647,FA1,8,38058483,38059968,1485
6648,FA1,6,38061255,38062601,1346
6649,FC1,0,38065511,38067145,1634
6650,FA1,8,38067823,38069466,1643
6651,FA1,8,38070169,38071959,1790
6652,FC1,2,38072492,38073113,621
6653,FA1,12,38073559,38076519,2960
6654,FA1,5,38078316,38079555,1239
6655,FA1,6,38087599,38089219,1620
6656,FA1,1,38096175,38096571,396
6657,FA1,5,38097541,38098931,1390
6658,CHI,0,38099031,38107439,8408
6659,FA1,7,38099774,38105304,5530
6660,FC1,1,38104645,38105271,626
6661,FA1,1,38105309,38105789,480
6662,FC1,4,38106748,38108295,1547
6663,CHI,0,38108754,38111507,2753
6664,FA1,8,38109298,38111199,1901
6665,FA1,30,38112020,38117479,5459
6666,CHI,0,38118727,38124659,5932
6667,FA1,4,38122273,38124708,2435
6668,CHI,0,38124767,38129659,4892
6669,FA1,6,38127489,38129351,1862
6670,FC1,3,38129747,38131143,1396
6671,FA1,7,38131158,38133475,2317
6672,FA1,2,38135102,38135913,811
6673,FC1,4,38136002,38138497,2495
6674,FA1,6,38137457,38139081,1624
6675,CHI,0,38139479,38141023,1544
6676,FA1,5,38142130,38144595,2465
6677,FC1,0,38145194,38147005,1811
6678,FA1,1,38147534,38148742,1208
6679,FA1,5,38149593,38151395,1802
6680,FA1,5,38154018,38155632,1614
6681,FA1,15,38156629,38160109,3480
6682,CHI,0,38159291,38159827,536
6683,CHI,0,38160419,38160875,456
6684,FA1,1,38161172,38161615,443
6685,CHI,0,38162095,38162631,536
6686,FA1,5,38162651,38163459,808
6687,CHI,0,38164707,38165451,744
6688,FA1,6,38165535,38166875,1340
6689,FA1,5,38167875,38168789,914
6690,CHI,0,38173211,38174043,832
6691,FA1,1,38174280,38174884,604
6692,FA1,9,38180814,38182423,1609
6693,FA1,9,38183138,38184918,1780
6694,FA1,3,38186138,38186882,744
6695,FA1,0,38187240,38187623,383
6696,FC1,1,38188466,38189055,589
6697,FA1,6,38189022,38192171,3149
6698,FC1,1,38190440,38190865,425
6699,FC1,2,38192205,38192829,624
6700,FA1,1,38192595,38192836,241
6701,FC1,8,38193318,38196539,3221
6702,FA1,4,38196565,38197495,930
6703,FA1,4,38198972,38200121,1149
6704,FC1,10,38201289,38205112,3823
6705,CHI,0,38201687,38202339,652
6706,FA1,6,38205448,38206795,1347
6707,FC1,1,38206757,38207211,454
6708,FA1,20,38207325,38210543,3218
6709,CHI,0,38208395,38211907,3512
6710,FA1,1,38210615,38210970,355
6711,CHI,0,38212355,38213331,976
6712,CHI,0,38213887,38217483,3596
6713,FA1,1,38214311,38214785,474
6714,CHI,0,38217571,38227471,9900
6715,FA1,5,38217996,38219199,1203
6716,FA1,4,38221008,38222117,1109
6717,FC1,4,38222747,38223733,986
6718,FA1,8,38223752,38225482,1730
6719,FA1,0,38225553,38226326,773
6720,FA1,2,38226517,38227479,962
6721,CHI,0,38228107,38228631,524
6722,FA1,0,38228653,38229635,982
6723,FC1,0,38229661,38230443,782
6724,CHI,0,38231147,38231923,776
6725,FA1,0,38231474,38231939,465
6726,CHI,0,38232255,38235243,2988
6727,FA1,7,38233050,38235050,2000
6728,CHI,0,38236051,38238899,2848
6729,FA1,6,38237025,38238925,1900
6730,CHI,0,38239379,38239779,400
6731,FA1,5,38240086,38242819,2733
6732,CHI,0,38244163,38244571,408
6733,FA1,7,38245844,38248295,2451
6734,CHI,0,38248759,38249871,1112
6735,FA1,1,38249987,38250750,763
6736,CHI,0,38251195,38251615,420
6737,FA1,3,38252324,38252944,620
6738,CHI,0,38252895,38256547,3652
6739,CHI,0,38257531,38258415,884
6740,FA1,1,38258932,38259486,554
6741,CHI,0,38259451,38261747,2296
6742,FA1,4,38260218,38261672,1454
6743,CHI,0,38262079,38262683,604
6744,FA1,8,38262540,38264606,2066
6745,FA1,3,38265243,38266210,967
6746,FA1,3,38266635,38267412,777
6747,CHI,0,38267483,38270979,3496
6748,FA1,4,38269165,38270430,1265
6749,CHI,0,38271631,38274691,3060
6750,FA1,7,38272368,38274551,2183
6751,FA1,3,38275451,38276427,976
6752,FC1,3,38276187,38277485,1298
6753,CHI,0,38278135,38279151,1016
6754,FA1,12,38280521,38282587,2066
6755,CHI,0,38281445,38282474,1029
6756,FA1,8,38283257,38284844,1587
6757,FA1,5,38286249,38287447,1198
6758,CHI,0,38287447,38287775,328
6759,CHI,0,38288191,38288327,136
6760,FA1,5,38288327,38288987,660
6761,FA1,1,38289483,38289905,422
6762,CHI,0,38290527,38293243,2716
6763,FA1,6,38291036,38292391,1355
6764,FC1,8,38296224,38300381,4157
6765,CHI,0,38298483,38299647,1164
6766,FA1,11,38300827,38302687,1860
6767,CHI,0,38302723,38303435,712
6768,FA1,6,38303707,38305112,1405
6769,FA1,6,38305624,38307959,2335
6770,CHI,0,38307303,38307763,460
6771,FA1,7,38308652,38310671,2019
6772,FA1,8,38311983,38313972,1989
6773,FC1,3,38313616,38314897,1281
6774,FA1,1,38315025,38315863,838
6775,FA1,14,38316987,38320097,3110
6776,CHI,0,38320415,38321227,812
6777,CHI,0,38323863,38324075,212
6778,FC1,0,38325116,38326364,1248
6779,CHI,0,38325795,38326211,416
6780,CHI,0,38326607,38326995,388
6781,FA1,6,38326917,38328307,1390
6782,FC1,1,38328645,38328967,322
6783,CHI,0,38328947,38330243,1296
6784,FA1,2,38329661,38330231,570
6785,CHI,0,38330399,38331135,736
6786,CHI,0,38332111,38332735,624
6787,FA1,2,38333975,38334396,421
6788,FC1,2,38334673,38337615,2942
6789,FA1,2,38335735,38336272,537
6790,CHI,0,38336267,38336855,588
6791,FA1,7,38338136,38339996,1860
6792,FC1,0,38339736,38342496,2760
6793,FA1,8,38342579,38344116,1537
6794,FC1,4,38344228,38347327,3099
6795,FA1,6,38347938,38349376,1438
6796,FC1,7,38349269,38351847,2578
6797,FA1,5,38352046,38353267,1221
6798,FC1,1,38353385,38353643,258
6799,FA1,2,38359335,38360019,684
6800,FA1,13,38361887,38364539,2652
6801,FC1,1,38364950,38365811,861
6802,FA1,1,38365963,38366763,800
6803,FC1,7,38367291,38369579,2288
6804,FA1,13,38370492,38373635,3143
6805,FA1,1,38374392,38375030,638
6806,FC1,7,38375249,38378865,3616
6807,FA1,6,38378914,38380024,1110
6808,FC1,1,38380188,38380826,638
6809,FA1,30,38380941,38387281,6340
6810,FA1,2,38388467,38389079,612
6811,FC1,1,38388987,38389279,292
6812,FA1,1,38389651,38389798,147
6813,FC1,5,38392825,38394835,2010
6814,FA1,8,38396384,38399216,2832
6815,FC1,5,38399453,38402968,3515
6816,FA1,1,38403802,38404901,1099
6817,FC1,5,38406143,38407095,952
6818,FA1,1,38407185,38408343,1158
6819,FA1,9,38409842,38412439,2597
6820,FA1,11,38415114,38417057,1943
6821,FC1,2,38417503,38418854,1351
6822,FA1,7,38418889,38420628,1739
6823,CHI,0,38423375,38424404,1029
6824,FA1,8,38424320,38426307,1987
6825,FA1,1,38426556,38426694,138
6826,CHI,0,38426743,38427215,472
6827,FA1,7,38427594,38429291,1697
6828,FA1,4,38431434,38432216,782
6829,FA1,5,38432679,38433363,684
6830,CHI,0,38433563,38433983,420
6831,CHI,0,38435543,38435887,344
6832,FA1,4,38436315,38437231,916
6833,CHI,0,38438371,38438547,176
6834,FA1,3,38441471,38442079,608
6835,CHI,0,38446119,38446979,860
6836,FA1,10,38447301,38449021,1720
6837,CHI,0,38449363,38449551,188
6838,CHI,0,38454691,38454915,224
6839,FA1,3,38460810,38461317,507
6840,CHI,0,38463007,38463247,240
6841,FA1,1,38463743,38464027,284
6842,FC1,7,38464285,38466719,2434
6843,FA1,7,38466920,38468745,1825
6844,FC1,8,38470117,38471908,1791
6845,FA1,8,38471895,38474059,2164
6846,CHI,0,38474347,38475179,832
6847,FA1,10,38474637,38477035,2398
6848,FA1,2,38477289,38477858,569
6849,FC1,8,38478297,38480553,2256
6850,FA1,10,38480634,38482904,2270
6851,FA1,7,38483233,38484873,1640
6852,CHI,0,38488479,38489051,572
6853,FA1,2,38489470,38489887,417
6854,CHI,0,38490031,38490351,320
6855,FA1,1,38490530,38490720,190
6856,FA1,7,38491532,38492948,1416
6857,CHI,0,38493199,38495179,1980
6858,FA1,3,38496500,38496957,457
6859,CHI,0,38497111,38497395,284
6860,FA1,1,38497892,38498793,901
6861,CHI,0,38501899,38502283,384
6862,FA1,1,38502608,38502844,236
6863,FA1,14,38503413,38506702,3289
6864,CHI,0,38509351,38509723,372
6865,FA1,3,38509855,38510556,701
6866,FA1,3,38511150,38511901,751
6867,FA1,3,38512579,38513067,488
6868,FA1,3,38514950,38515456,506
6869,CHI,0,38516255,38516739,484
6870,FA1,3,38517215,38517916,701
6871,CHI,0,38518203,38518975,772
6872,CHI,0,38519875,38522887,3012
6873,FA1,2,38523003,38523958,955
6874,FA1,3,38524686,38525559,873
6875,FA1,2,38525823,38526233,410
6876,FA1,1,38532551,38533972,1421
6877,FC1,1,38536208,38536990,782
6878,FA1,2,38539565,38539922,357
6879,FA1,0,38541174,38541386,212
6880,CHI,0,38541999,38542283,284
6881,FA1,2,38542893,38543250,357
6882,CHI,0,38543571,38543779,208
6883,FA1,1,38544192,38545952,1760
6884,FA1,3,38546044,38546891,847
6885,FA1,1,38548263,38548887,624
6886,FA1,14,38551367,38553927,2560
6887,FA1,1,38555477,38555880,403
6888,FA1,1,38556309,38557409,1100
6889,FA1,14,38557706,38560220,2514
6890,FA1,6,38560279,38561612,1333
6891,FA1,5,38562039,38563187,1148
6892,FA1,1,38564508,38564724,216
6893,FA1,3,38565324,38566077,753
6894,FA1,7,38567809,38569231,1422
6895,FA1,4,38569999,38570776,777
6896,FA1,2,38570932,38571454,522
6897,CHI,0,38572083,38572735,652
6898,FA1,3,38573840,38574709,869
6899,CHI,1,38575403,38576167,764
6900,FA1,2,38576318,38577083,765
6901,CHI,0,38577127,38578439,1312
6902,CHI,0,38579147,38582323,3176
6903,FA1,1,38580012,38580650,638
6904,CHI,0,38582871,38584819,1948
6905,CHI,0,38584935,38585799,864
6906,FA1,6,38584935,38587491,2556
6907,CHI,0,38586951,38588691,1740
6908,CHI,0,38589095,38592159,3064
6909,FA1,1,38591900,38592089,189
6910,FA1,3,38592482,38594274,1792
6911,FA1,4,38595944,38597849,1905
6912,CHI,0,38599495,38602495,3000
6913,FA1,5,38601043,38602441,1398
6914,FA1,15,38602887,38605575,2688
6915,FC1,2,38605563,38607970,2407
6916,CHI,0,38605887,38606747,860
6917,CHI,0,38607207,38608107,900
6918,FA1,1,38608115,38608375,260
6919,CHI,0,38608759,38613139,4380
6920,FA1,8,38610960,38613065,2105
6921,CHI,0,38615263,38616619,1356
6922,FA1,1,38615549,38616017,468
6923,CHI,0,38617699,38619455,1756
6924,FA1,0,38618819,38620108,1289
6925,FA1,1,38621383,38622008,625
6926,FA1,3,38626165,38626715,550
6927,FA1,7,38627217,38628412,1195
6928,FC1,0,38628497,38630999,2502
6929,FA1,9,38631100,38632962,1862
6930,FA1,7,38636713,38638078,1365
6931,FA1,16,38638602,38641763,3161
6932,FA1,7,38644348,38645443,1095
6933,FA1,1,38646765,38647163,398
6934,FA1,6,38647670,38648732,1062
6935,FC1,6,38649302,38651068,1766
6936,FA1,1,38649540,38649895,355
6937,FA1,6,38651093,38651993,900
6938,FA1,13,38652489,38654768,2279
6939,FA1,1,38658267,38658684,417
6940,FC1,4,38659534,38661287,1753
6941,CHI,0,38659907,38660563,656
6942,FA1,15,38662931,38666135,3204
6943,CHI,0,38665113,38667603,2490
6944,FA1,22,38666439,38671529,5090
6945,FA1,2,38672998,38673650,652
6946,FA1,5,38674032,38675165,1133
6947,FA1,11,38676741,38678827,2086
6948,FA1,7,38680019,38681161,1142
6949,FA1,6,38682458,38683492,1034
6950,FA1,4,38684236,38685004,768
6951,CHI,0,38685499,38693435,7936
6952,FA1,4,38686034,38687485,1451
6953,FA1,3,38688200,38688802,602
6954,FA1,7,38690685,38692694,2009
6955,CHI,0,38693467,38695339,1872
6956,FA1,8,38695815,38697621,1806
6957,FC1,3,38697915,38699167,1252
6958,FA1,0,38699101,38700395,1294
6959,CHI,0,38699691,38700459,768
6960,FA1,13,38700420,38702756,2336
6961,CHI,0,38702443,38703211,768
6962,CHI,0,38703435,38704739,1304
6963,FA1,4,38703912,38704581,669
6964,FA1,1,38705159,38705367,208
6965,FA1,1,38705796,38706004,208
6966,FA1,7,38706763,38709143,2380
6967,CHI,1,38710943,38711464,521
6968,FA1,1,38711641,38712021,380
6969,CHI,0,38713739,38714187,448
6970,FA1,8,38714282,38716048,1766
6971,FA1,6,38716428,38719687,3259
6972,CHI,0,38716647,38717075,428
6973,CHI,0,38720611,38721035,424
6974,FC1,5,38722862,38724278,1416
6975,FA1,6,38724277,38725307,1030
6976,FC1,2,38725320,38726647,1327
6977,CHI,0,38725339,38725727,388
6978,FA1,8,38726939,38728834,1895
6979,FC1,4,38727973,38729459,1486
6980,FC1,0,38729570,38730563,993
6981,FA1,8,38730636,38732659,2023
6982,FC1,0,38731589,38733137,1548
6983,FA1,10,38732990,38735375,2385
6984,CHI,0,38735199,38735967,768
6985,FA1,10,38737916,38740388,2472
6986,FA1,7,38740474,38742036,1562
6987,FC1,2,38741558,38742175,617
6988,CHI,0,38742559,38743103,544
6989,FA1,7,38742906,38744591,1685
6990,FA1,1,38747519,38747911,392
6991,FC1,1,38749975,38750231,256
6992,FA1,2,38750880,38751647,767
6993,FC1,5,38753255,38754343,1088
6994,CHI,0,38754879,38755891,1012
6995,FC1,2,38755502,38756686,1184
6996,CHI,0,38756443,38757307,864
6997,CHI,0,38758267,38758511,244
6998,FC1,1,38760352,38760571,219
6999,CHI,0,38764667,38765067,400
7000,CHI,0,38766183,38766863,680
7001,FA1,4,38766527,38767486,959
7002,FA1,14,38768429,38772435,4006
7003,CHI,0,38771923,38772455,532
7004,FA1,3,38775221,38776085,864
7005,FC1,1,38776239,38776517,278
7006,CHI,0,38783247,38783831,584
7007,FA1,6,38783909,38785321,1412
7008,CHI,0,38786167,38786639,472
7009,FA1,3,38786837,38787675,838
7010,CHI,0,38789611,38790271,660
7011,FA1,4,38790872,38792365,1493
7012,CHI,0,38797379,38798807,1428
7013,FA1,4,38797391,38798687,1296
7014,CHI,0,38799083,38799519,436
7015,FA1,16,38801019,38804863,3844
7016,FA1,4,38806012,38808203,2191
7017,CHI,0,38809375,38809739,364
7018,FA1,4,38809527,38810451,924
7019,FA1,4,38811273,38812644,1371
7020,FA1,5,38813131,38814176,1045
7021,CHI,0,38816151,38816471,320
7022,FA1,4,38817410,38818406,996
7023,FA1,2,38818600,38818885,285
7024,FA1,3,38820476,38821539,1063
7025,FA1,6,38823944,38825261,1317
7026,FC1,1,38825299,38827828,2529
7027,CHI,0,38826523,38828307,1784
7028,FA1,8,38827878,38829788,1910
7029,CHI,0,38828591,38830443,1852
7030,FA1,4,38830595,38834087,3492
7031,CHI,0,38834119,38836231,2112
7032,FA1,1,38836577,38837563,986
7033,CHI,0,38838051,38839679,1628
7034,FA1,10,38839504,38841332,1828
7035,CHI,0,38841499,38843015,1516
7036,FC1,0,38843107,38845301,2194
7037,FA1,11,38846167,38848601,2434
7038,FA1,6,38849215,38850383,1168
7039,FC1,1,38852353,38852901,548
7040,FC1,2,38853599,38854251,652
7041,CHI,0,38854271,38854839,568
7042,FC1,0,38855066,38856252,1186
7043,FA1,1,38856668,38857188,520
7044,FC1,0,38857262,38858403,1141
7045,CHI,0,38859755,38860175,420
7046,CHI,0,38860823,38861715,892
7047,FA1,11,38861672,38865032,3360
7048,FA1,6,38866175,38867405,1230
7049,FA1,6,38867675,38868757,1082
7050,FC1,0,38868955,38870535,1580
7051,FA1,6,38870790,38871957,1167
7052,FA1,5,38872669,38874040,1371
7053,CHI,0,38874395,38875163,768
7054,FA1,1,38875661,38877163,1502
7055,FA1,7,38877595,38880141,2546
7056,FA1,6,38880795,38884119,3324
7057,FA1,6,38884556,38887575,3019
7058,CHI,0,38886691,38888327,1636
7059,FA1,2,38888281,38889231,950
7060,FA1,2,38890274,38891903,1629
7061,CHI,0,38892247,38892779,532
7062,FA1,1,38893155,38894191,1036
7063,FC1,0,38897508,38898282,774
7064,CHI,0,38898411,38900551,2140
7065,FA1,1,38899754,38900153,399
7066,FC1,4,38900201,38901179,978
7067,FC1,6,38901858,38904514,2656
7068,CHI,0,38906715,38907059,344
7069,FA1,7,38908176,38909335,1159
7070,FC1,7,38908610,38910799,2189
7071,FA1,4,38910978,38912218,1240
7072,CHI,0,38911815,38913343,1528
7073,FA1,0,38914097,38915138,1041
7074,FA1,4,38915491,38918391,2900
7075,FC1,3,38917791,38919651,1860
7076,FA1,6,38920044,38922266,2222
7077,CHI,0,38922287,38922759,472
7078,FA1,5,38923257,38924899,1642
7079,CHI,1,38925195,38925963,768
7080,FA1,4,38925221,38926683,1462
7081,CHI,0,38926747,38927055,308
7082,FC1,1,38927199,38928072,873
7083,FA1,6,38929334,38931291,1957
7084,FA1,2,38932117,38932981,864
7085,CHI,0,38938987,38940263,1276
7086,CHI,0,38940863,38941631,768
7087,FA1,1,38942069,38942483,414
7088,CHI,0,38943747,38944199,452
7089,FA1,1,38944230,38944543,313
7090,FA1,8,38945427,38948883,3456
7091,CHI,0,38947847,38949619,1772
7092,FA1,7,38949071,38952015,2944
7093,FC1,0,38954615,38956867,2252
7094,FC1,0,38957720,38958751,1031
7095,FA1,10,38959105,38961155,2050
7096,CHI,0,38961905,38965514,3609
7097,FA1,1,38965071,38967083,2012
7098,FA1,4,38967164,38969007,1843
7099,CHI,0,38969863,38972067,2204
7100,FA1,8,38972670,38975247,2577
7101,CHI,0,38975167,38977259,2092
7102,FA1,4,38979338,38980965,1627
7103,CHI,0,38981187,38981955,768
7104,FC1,0,38982941,38985259,2318
7105,FC1,0,38985663,38988169,2506
7106,FA1,3,38986271,38991783,5512
7107,CHI,0,38991831,38993155,1324
7108,FA1,1,38993227,38993911,684
7109,CHI,0,38994019,38998715,4696
7110,FC1,0,38995237,38996560,1323
7111,FA1,1,38996494,38998774,2280
7112,FA1,6,38999013,39001846,2833
7113,CHI,0,39000359,39001795,1436
7114,CHI,0,39002351,39003203,852
7115,FA1,4,39003807,39005702,1895
7116,FC1,5,39005021,39007661,2640
7117,CHI,0,39007205,39007373,168
7118,CHI,0,39008799,39008967,168
7119,CHI,0,39010703,39010923,220
7120,FA1,1,39011415,39011676,261
7121,CHI,0,39012619,39012787,168
7122,FA1,0,39014039,39014275,236
7123,CHI,0,39015963,39016211,248
7124,CHI,0,39017267,39017435,168
7125,CHI,0,39017824,39018187,363
7126,FC1,0,39018619,39020017,1398
7127,FA1,15,39020205,39024151,3946
7128,CHI,0,39023943,39024431,488
7129,FA1,8,39024631,39026165,1534
7130,FA1,2,39030002,39032148,2146
7131,FA1,0,39033916,39034466,550
7132,CHI,0,39034527,39036083,1556
7133,CHI,0,39036455,39037327,872
7134,CHI,0,39037879,39039127,1248
7135,CHI,0,39039923,39040227,304
7136,CHI,0,39042227,39042491,264
7137,FA1,0,39043148,39043283,135
7138,CHI,0,39043891,39044279,388
